Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
846,tt0428870,10/31/16,10/31/16,,"A Moment to Remember",https://www.imdb.com/title/tt0428870/,Movie,8.1,117,2004,"Drama, Romance",25453,11/5/04,"Park Kyung-Jin, John H. Lee, Kim Tae-Won",,
847,tt1641833,11/1/16,11/1/16,,"National Theatre Live: The Habit of Art",https://www.imdb.com/title/tt1641833/,Movie,8.4,180,2010,"Comedy, Drama",95,4/22/10,"Nicholas Hytner, Robin Lough",10,8/3/17
848,tt5442430,11/9/16,11/9/16,,"Life",https://www.imdb.com/title/tt5442430/,Movie,6.6,104,2017,"Horror, Sci-Fi, Thriller",251738,3/24/17,"Daniel Espinosa",,
849,tt1291570,11/11/16,11/11/16,,"Solace",https://www.imdb.com/title/tt1291570/,Movie,6.4,101,2016,"Crime, Drama, Mystery, Thriller",68520,12/16/16,"Afonso Poyart",,
850,tt1956017,11/14/16,11/14/16,,"Parade's End",https://www.imdb.com/title/tt1956017/,TV Mini Series,7.5,287,2013,"Action, Drama, Romance, War",10714,2/26/13,,,
851,tt3143410,11/17/16,11/17/16,,"Ein Abend Ewigkeit",https://www.imdb.com/title/tt3143410/,Movie,6.5,85,2016,"Drama, Fantasy, Romance",15,9/2016,"Constantin Maier, Robert Fischer",,
852,tt0278277,11/17/16,11/17/16,,"The Accidental Death of an Anarchist",https://www.imdb.com/title/tt0278277/,TV Movie,9.0,74,,"Comedy, Drama",117,,"Alan Horrox, Gavin Richards",,
853,tt3731562,11/17/16,11/17/16,,"Kong: Skull Island",https://www.imdb.com/title/tt3731562/,Movie,6.7,118,2017,"Action, Adventure, Fantasy, Sci-Fi",344512,3/10/17,"Jordan Vogt-Roberts",,
854,tt4842932,11/20/16,11/20/16,,"Birthday Card",https://www.imdb.com/title/tt4842932/,Movie,7.0,123,2016,"Drama, Romance",160,10/22/16,"Yasuhiro Yoshida",,
855,tt0456762,11/21/16,11/21/16,,"Bratya Karamazovy",https://www.imdb.com/title/tt0456762/,TV Series,7.6,440,2009,"Drama",267,5/27/09,,,
856,tt0183307,11/23/16,11/23/16,,"Jinsei gekijô - Seishun hen",https://www.imdb.com/title/tt0183307/,Movie,7.7,111,1958,"Drama",14,11/23/58,"Toshio Sugie",,
857,tt0054488,11/23/16,11/23/16,,"The Lovelorn Geisha",https://www.imdb.com/title/tt0054488/,Movie,6.7,111,1960,"Drama",156,7/12/60,"Yûzô Kawashima, Mikio Naruse",,
858,tt0041386,11/24/16,11/24/16,,"The Fountainhead",https://www.imdb.com/title/tt0041386/,Movie,7.0,114,1949,"Drama, Romance",10861,7/2/49,"King Vidor",,
859,tt2401878,11/24/16,11/24/16,,"Anomalisa",https://www.imdb.com/title/tt2401878/,Movie,7.2,90,2016,"Animation, Comedy, Drama, Romance",75135,3/11/16,"Duke Johnson, Charlie Kaufman",,
860,tt2299842,11/24/16,11/24/16,,"Pieta",https://www.imdb.com/title/tt2299842/,Movie,7.1,103,2012,"Crime, Drama, Thriller",15707,9/6/12,"Kim Ki-duk",,
861,tt0061971,11/24/16,11/24/16,,"Scattered Clouds",https://www.imdb.com/title/tt0061971/,Movie,7.8,108,1968,"Drama, Romance",1329,4/24/68,"Mikio Naruse",,
862,tt0410164,11/24/16,11/24/16,,"The Kii River",https://www.imdb.com/title/tt0410164/,Movie,7.4,173,1966,"Drama",33,6/11/66,"Noboru Nakamura",,
863,tt0367089,11/26/16,11/26/16,,"The Squid and the Whale",https://www.imdb.com/title/tt0367089/,Movie,7.3,81,2005,"Comedy, Drama",90023,12/16/05,"Noah Baumbach",,
864,tt5470448,11/26/16,11/26/16,,"Crosscurrent",https://www.imdb.com/title/tt5470448/,Movie,6.5,116,2016,"Drama",651,10/28/16,"Chao Yang",,
865,tt2369127,11/26/16,11/26/16,,"Mystery",https://www.imdb.com/title/tt2369127/,Movie,6.4,98,2012,"Crime, Drama",1326,10/19/12,"Ye Lou",,
866,tt4801606,11/28/16,11/28/16,,"Zinnia Flower",https://www.imdb.com/title/tt4801606/,Movie,6.8,96,2015,"Drama",298,10/8/15,"Tom Lin",,
867,tt5700672,11/30/16,11/30/16,,"Train to Busan",https://www.imdb.com/title/tt5700672/,Movie,7.6,118,2016,"Action, Horror, Thriller",255635,7/20/16,"Yeon Sang-ho",,
868,tt0756683,12/2/16,12/2/16,,"The Man from Earth",https://www.imdb.com/title/tt0756683/,Movie,7.8,87,2007,"Drama, Fantasy, Mystery, Sci-Fi",199236,11/13/07,"Richard Schenkman",,
869,tt4448662,12/7/16,12/7/16,,"Mr Bean: Funeral",https://www.imdb.com/title/tt4448662/,TV Short,7.7,9,2015,"Short, Comedy",1982,3/13/15,,,
870,tt5012394,12/7/16,12/7/16,,"Maigret Sets a Trap",https://www.imdb.com/title/tt5012394/,TV Episode,7.1,87,2019,"Crime, Drama, Mystery, Thriller",9558,8/31/19,"Ashley Pearce",,
871,tt5017060,12/7/16,12/7/16,,"Maigret's Dead Man",https://www.imdb.com/title/tt5017060/,TV Episode,7.1,88,2016,"Crime, Drama, Mystery, Thriller",7116,12/25/16,"Jon East",,
872,tt0118849,12/11/16,12/11/16,,"Children of Heaven",https://www.imdb.com/title/tt0118849/,Movie,8.2,89,1999,"Drama, Family, Sport",80259,1/22/99,"Majid Majidi",,
873,tt0093342,12/11/16,12/11/16,,"Where Is the Friend's House?",https://www.imdb.com/title/tt0093342/,Movie,8.1,83,1987,"Drama, Family",18465,1987,"Abbas Kiarostami",,
874,tt0112445,12/11/16,12/11/16,,"The White Balloon",https://www.imdb.com/title/tt0112445/,Movie,7.6,85,1995,"Drama, Family",8203,1995,"Jafar Panahi",,
875,tt0191043,12/11/16,12/11/16,,"The Color of Paradise",https://www.imdb.com/title/tt0191043/,Movie,8.1,90,1999,"Drama, Family",18137,2/8/99,"Majid Majidi",,
876,tt0450121,12/11/16,12/11/16,,"Red Like the Sky",https://www.imdb.com/title/tt0450121/,Movie,7.7,96,2007,"Drama",2069,3/9/07,"Cristiano Bortone",,
877,tt1935179,12/12/16,12/12/16,,"Mud",https://www.imdb.com/title/tt1935179/,Movie,7.4,130,2013,"Adventure, Drama",188232,5/10/13,"Jeff Nichols",,
878,tt0063555,12/14/16,12/14/16,,"The Color of Pomegranates",https://www.imdb.com/title/tt0063555/,Movie,7.6,79,1982,"Biography, Drama, History, Music",13390,1/27/82,"Sergei Parajanov",,
879,tt0106617,12/15/16,12/15/16,,"Feng huang qin",https://www.imdb.com/title/tt0106617/,Movie,7.2,90,1994,"Drama",117,9/29/94,"Qun He",,
880,tt0399048,12/15/16,12/15/16,,"Beauty Remains",https://www.imdb.com/title/tt0399048/,Movie,5.6,87,2005,"Drama",135,2/14/05,"Ann Hu",,
881,tt0066473,12/15/16,12/15/16,,"Tora! Tora! Tora!",https://www.imdb.com/title/tt0066473/,Movie,7.5,144,1970,"Action, Drama, History, War",37040,9/23/70,"Richard Fleischer, Kinji Fukasaku, Toshio Masuda, Akira Kurosawa",,
882,tt0092048,12/16/16,12/16/16,,"Tampopo",https://www.imdb.com/title/tt0092048/,Movie,7.9,114,1987,"Comedy",22372,9/1987,"Jûzô Itami",,
883,tt3752930,12/17/16,12/17/16,,"Dearest",https://www.imdb.com/title/tt3752930/,Movie,7.6,128,2014,"Drama",2602,9/25/14,"Peter Ho-Sun Chan",,
884,tt4733640,12/22/16,12/22/16,,"The Limehouse Golem",https://www.imdb.com/title/tt4733640/,Movie,6.3,109,2017,"Crime, Mystery, Thriller",23239,9/8/17,"Juan Carlos Medina",,
885,tt0466932,12/22/16,12/22/16,,"Primo",https://www.imdb.com/title/tt0466932/,Video,7.6,89,2005,"Drama",173,5/16/05,"Robin Lough, Richard Wilson",,
886,tt1020541,12/22/16,12/22/16,,"Julius Caesar",https://www.imdb.com/title/tt1020541/,Video,8.9,206,2006,"Music",64,4/1/06,"Robin Lough",,
887,tt5425186,12/22/16,12/22/16,,"Horace and Pete",https://www.imdb.com/title/tt5425186/,TV Mini Series,8.5,437,2016,"Comedy, Drama",17498,1/30/16,,,
888,tt0071406,12/22/16,12/22/16,,"Pastoral: To Die in the Country",https://www.imdb.com/title/tt0071406/,Movie,7.7,104,1974,"Drama, Fantasy",2375,12/28/74,"Shûji Terayama",,
889,tt0114787,12/22/16,12/22/16,,"Underground",https://www.imdb.com/title/tt0114787/,Movie,8.1,167,1997,"Comedy, Drama, Fantasy, War",61056,6/20/97,"Emir Kusturica",,
890,tt3808342,12/22/16,12/22/16,,"Son of Saul",https://www.imdb.com/title/tt3808342/,Movie,7.4,107,2015,"Drama, War",51702,6/11/15,"László Nemes",,
891,tt0830981,12/22/16,12/22/16,,"With a Little Patience",https://www.imdb.com/title/tt0830981/,Short,7.2,14,2007,"Short, Drama",538,2007,"László Nemes",,
892,tt1323514,12/22/16,12/22/16,,"The Counterpart",https://www.imdb.com/title/tt1323514/,Short,7.2,14,2008,"Short, Drama",45,11/2008,"László Nemes",,
893,tt0056058,12/22/16,12/22/16,,"Harakiri",https://www.imdb.com/title/tt0056058/,Movie,8.6,133,1964,"Action, Drama, Mystery",67743,8/4/64,"Masaki Kobayashi",,
894,tt4671274,12/22/16,12/22/16,,"A Bride for Rip Van Winkle",https://www.imdb.com/title/tt4671274/,Movie,7.2,179,2016,"Drama, Mystery, Romance",2270,3/26/16,"Shunji Iwai",,
895,tt4550098,12/23/16,12/23/16,,"Nocturnal Animals",https://www.imdb.com/title/tt4550098/,Movie,7.5,116,2016,"Drama, Thriller",302924,12/9/16,"Tom Ford",,
896,tt3416532,12/23/16,12/23/16,,"A Monster Calls",https://www.imdb.com/title/tt3416532/,Movie,7.4,108,2017,"Adventure, Drama, Family, Fantasy, Horror",93517,1/6/17,"J.A. Bayona",,
897,tt0112808,12/24/16,12/24/16,,"The Daughter-in-Law",https://www.imdb.com/title/tt0112808/,Movie,7.2,115,1995,"Drama",26,5/1995,"Steve Wang",,
898,tt0276751,12/25/16,12/25/16,,"About a Boy",https://www.imdb.com/title/tt0276751/,Movie,7.1,101,2002,"Comedy, Drama, Romance",191285,5/17/02,"Chris Weitz, Paul Weitz",,
899,tt3270538,12/27/16,12/27/16,,"Requiem for the American Dream",https://www.imdb.com/title/tt3270538/,Movie,8.0,73,2016,"Documentary, Biography, News",9863,10/20/16,"Peter D. Hutchison, Kelly Nyks, Jared P. Scott",,
900,tt2140479,1/1/17,1/1/17,,"The Accountant",https://www.imdb.com/title/tt2140479/,Movie,7.3,128,2016,"Action, Crime, Drama, Mystery, Thriller",317485,10/14/16,"Gavin O'Connor",8,5/17/17
901,tt4016934,1/2/17,1/2/17,,"The Handmaiden",https://www.imdb.com/title/tt4016934/,Movie,8.1,145,2017,"Drama, Romance, Thriller",170928,9/2/17,"Park Chan-wook",,
902,tt0039111,1/5/17,1/5/17,,"The Yearling",https://www.imdb.com/title/tt0039111/,Movie,7.2,128,1947,"Drama, Family, Western",6435,5/1947,"Clarence Brown",,
903,tt0028691,1/5/17,1/5/17,,"Captains Courageous",https://www.imdb.com/title/tt0028691/,Movie,7.9,117,1937,"Adventure, Drama, Family",10852,6/25/37,"Victor Fleming",,
904,tt0050798,1/5/17,1/5/17,,"Old Yeller",https://www.imdb.com/title/tt0050798/,Movie,7.2,83,1959,"Adventure, Drama, Family, Western",15070,7/10/59,"Robert Stevenson",,
905,tt5311514,1/9/17,1/9/17,,"Your Name.",https://www.imdb.com/title/tt5311514/,Movie,8.4,106,2017,"Animation, Drama, Fantasy, Romance",316204,4/7/17,"Makoto Shinkai",,
906,tt4080598,1/10/17,1/10/17,,"100 Yen Love",https://www.imdb.com/title/tt4080598/,Movie,7.1,113,2014,"Comedy, Drama",2637,11/15/14,"Masaharu Take",,
907,tt5987734,1/14/17,1/14/17,,"Blow Breeze",https://www.imdb.com/title/tt5987734/,TV Series,7.3,,2016,"Drama, Romance",34,8/27/16,,,
908,tt0186508,1/18/17,1/18/17,,"Buena Vista Social Club",https://www.imdb.com/title/tt0186508/,Movie,7.6,105,1999,"Documentary, Music",20365,6/4/99,"Wim Wenders",,
909,tt3774114,1/25/17,1/25/17,,"Snowden",https://www.imdb.com/title/tt3774114/,Movie,7.3,134,2016,"Biography, Crime, Drama, Thriller",162318,9/16/16,"Oliver Stone",,
910,tt0150915,1/27/17,1/27/17,,"Hilary and Jackie",https://www.imdb.com/title/tt0150915/,Movie,7.3,121,1999,"Biography, Drama, Music",10727,2/5/99,"Anand Tucker",,
911,tt0120684,1/27/17,1/27/17,,"Gods and Monsters",https://www.imdb.com/title/tt0120684/,Movie,7.3,105,1998,"Biography, Drama",32655,11/4/98,"Bill Condon",,
912,tt0299658,1/27/17,1/27/17,,"Chicago",https://www.imdb.com/title/tt0299658/,Movie,7.2,113,2003,"Comedy, Crime, Musical",242520,1/24/03,"Rob Marshall",,
913,tt3544082,2/2/17,2/2/17,,"45 Years",https://www.imdb.com/title/tt3544082/,Movie,7.1,95,2015,"Drama, Romance",34987,8/28/15,"Andrew Haigh",,
914,tt0283832,2/2/17,2/2/17,,"8 Women",https://www.imdb.com/title/tt0283832/,Movie,7.0,111,2002,"Comedy, Crime, Musical, Romance",34226,10/4/02,"François Ozon",,
915,tt1504429,2/2/17,2/2/17,,"Hideaway",https://www.imdb.com/title/tt1504429/,Movie,6.4,88,2010,"Drama",2968,9/10/10,"François Ozon",,
916,tt2275928,2/2/17,2/2/17,,"The Man with the Golden Brain",https://www.imdb.com/title/tt2275928/,Short,7.0,16,2012,"Short, Drama, Fantasy",32,9/15/12,"Joan Chemla",,
917,tt0325710,2/3/17,2/3/17,,"The Last Samurai",https://www.imdb.com/title/tt0325710/,Movie,7.8,154,2003,"Action, Drama",468628,12/5/03,"Edward Zwick",,
918,tt3450900,2/3/17,2/3/17,,"The Sea of Trees",https://www.imdb.com/title/tt3450900/,Movie,6.1,110,2016,"Drama, Fantasy, Mystery, Thriller",17689,8/26/16,"Gus Van Sant",,
919,tt1629287,2/3/17,2/3/17,,"Hei no naka no chûgakkô",https://www.imdb.com/title/tt1629287/,TV Movie,6.5,,2010,"Drama",28,10/11/10,"Makoto Kiyohiro",,
920,tt2347134,2/3/17,2/3/17,,"Unforgiven",https://www.imdb.com/title/tt2347134/,Movie,7.0,135,2013,"Action, Crime, Drama, History, Thriller",2780,9/13/13,"Sang-il Lee",,
921,tt5833690,2/3/17,2/3/17,,"Gonenme no hitori",https://www.imdb.com/title/tt5833690/,TV Movie,3.9,108,2016,"Drama",18,11/19/16,"Tonkô Horikawa",,
922,tt3715860,2/3/17,2/3/17,,"Silver Jack",https://www.imdb.com/title/tt3715860/,TV Movie,4.7,,2014,"Drama",31,7/2014,"Meiji Fujita",,
923,tt0472062,2/4/17,2/4/17,,"Charlie Wilson's War",https://www.imdb.com/title/tt0472062/,Movie,7.0,102,2007,"Biography, Comedy, Drama, History",124596,12/21/07,"Mike Nichols",,
924,tt0087909,2/5/17,2/5/17,,"Phenomena",https://www.imdb.com/title/tt0087909/,Movie,6.7,116,1985,"Crime, Horror, Mystery",29862,8/2/85,"Dario Argento",,
925,tt0089997,2/5/17,2/5/17,,"Seven Minutes in Heaven",https://www.imdb.com/title/tt0089997/,Movie,5.9,88,1986,"Comedy, Drama, Romance",2047,10/18/86,"Linda Feferman",,
926,tt0096522,2/5/17,2/5/17,,"Ballet",https://www.imdb.com/title/tt0096522/,Movie,5.9,101,1989,"Fantasy, Romance, Thriller",815,3/17/89,"Peter Del Monte",,
927,tt0029844,2/5/17,2/5/17,,"The Adventures of Tom Sawyer",https://www.imdb.com/title/tt0029844/,Movie,7.0,91,1938,"Adventure, Drama, Family, Romance",2224,2/11/38,"Norman Taurog",,
928,tt1977087,2/5/17,2/5/17,,"Tom Sawyer & Huckleberry Finn",https://www.imdb.com/title/tt1977087/,Movie,5.1,90,2015,"Action, Adventure, Drama, Family",1030,4/7/15,"Jo Kastner",,
929,tt2920808,2/5/17,2/5/17,,"God's Pocket",https://www.imdb.com/title/tt2920808/,Movie,6.1,88,2014,"Crime, Drama",12310,8/8/14,"John Slattery",,
930,tt5805026,2/7/17,2/7/17,,"Happiness",https://www.imdb.com/title/tt5805026/,Movie,7.2,111,2016,"Drama",288,9/8/16,"Yiu Fai Lo",,
931,tt4379800,2/7/17,2/7/17,,"Trivisa",https://www.imdb.com/title/tt4379800/,Movie,6.9,97,2016,"Crime, Drama",2488,4/7/16,"Jevons Au, Frank Hui, Vicky Wong",,
932,tt4080728,2/7/17,2/7/17,,"A Man Called Ove",https://www.imdb.com/title/tt4080728/,Movie,7.7,116,2016,"Comedy, Drama, Romance",68025,9/30/16,"Hannes Holm",,
933,tt4901306,2/7/17,2/7/17,,"Perfect Strangers",https://www.imdb.com/title/tt4901306/,Movie,7.7,96,2016,"Comedy, Drama",71039,2/11/16,"Paolo Genovese",,
934,tt4478128,2/7/17,2/7/17,,"Li Wen at East Lake",https://www.imdb.com/title/tt4478128/,Movie,7.2,117,2015,"Documentary",46,4/15/15,"Luo Li",,
935,tt4957446,2/7/17,2/7/17,,"Paths of the Soul",https://www.imdb.com/title/tt4957446/,Movie,7.5,115,2017,"Drama",951,6/20/17,"Yang Zhang",,
936,tt4434172,2/7/17,2/7/17,,"River",https://www.imdb.com/title/tt4434172/,Movie,7.0,94,2017,"Drama",45,4/29/17,"Gyal Sonthar",,
937,tt5938816,2/7/17,2/7/17,,"The Possessed",https://www.imdb.com/title/tt5938816/,Movie,6.4,110,2016,"Horror",337,7/23/16,"Kai Ma",,
938,tt6118258,2/7/17,2/7/17,,"The Summer Is Gone",https://www.imdb.com/title/tt6118258/,Movie,6.8,106,2017,"Drama",392,3/21/17,"Dalei Zhang",,
939,tt4653836,2/7/17,2/7/17,,"Poet on a Business Trip",https://www.imdb.com/title/tt4653836/,Movie,7.1,103,2015,"Documentary",76,1/23/15,"Anqi Ju",,
940,tt5102396,2/7/17,2/7/17,,"De Lan",https://www.imdb.com/title/tt5102396/,Movie,7.2,90,2015,"Drama",29,11/8/15,"Jie Liu",,
941,tt3700392,2/7/17,2/7/17,,"Heidi",https://www.imdb.com/title/tt3700392/,Movie,7.4,111,2016,"Drama, Family",7030,10/25/16,"Alain Gsponer",,
942,tt4659056,2/7/17,2/7/17,,"The Day Will Come",https://www.imdb.com/title/tt4659056/,Movie,7.9,119,2016,"Drama",5627,4/21/16,"Jesper W. Nielsen",,
943,tt3841424,2/7/17,2/7/17,,"Land of Mine",https://www.imdb.com/title/tt3841424/,Movie,7.8,100,2015,"Drama, History, War",45533,12/3/15,"Martin Zandvliet",,
944,tt3127698,2/7/17,2/7/17,,"Sanctuary",https://www.imdb.com/title/tt3127698/,Movie,7.2,104,2015,"Drama",1890,6/25/15,"Marc Brummund",,
945,tt3595966,2/7/17,2/7/17,,"Behavior",https://www.imdb.com/title/tt3595966/,Movie,7.5,108,2014,"Drama",1602,10/10/14,"Ernesto Daranas",,
946,tt4357368,2/7/17,2/7/17,,"Macadam Stories",https://www.imdb.com/title/tt4357368/,Movie,7.0,100,2015,"Comedy, Drama",3581,10/7/15,"Samuel Benchetrit",,
947,tt2611652,2/7/17,2/7/17,,"Virgin Mountain",https://www.imdb.com/title/tt2611652/,Movie,7.4,94,2015,"Drama",9702,3/20/15,"Dagur Kári",,
948,tt4698684,2/7/17,2/7/17,,"Hunt for the Wilderpeople",https://www.imdb.com/title/tt4698684/,Movie,7.8,101,2016,"Adventure, Comedy, Drama",141125,7/1/16,"Taika Waititi",,
949,tt5294966,2/7/17,2/7/17,,"After the Storm",https://www.imdb.com/title/tt5294966/,Movie,7.4,118,2016,"Comedy, Drama",12652,5/21/16,"Kore-eda Hirokazu",,
950,tt5613056,2/7/17,2/7/17,,"Piper",https://www.imdb.com/title/tt5613056/,Short,8.3,6,2016,"Animation, Short, Family",31744,6/17/16,"Alan Barillaro",,
951,tt5555260,2/7/17,2/7/17,,"This Is Us",https://www.imdb.com/title/tt5555260/,TV Series,8.7,45,2016,"Comedy, Drama, Romance",158037,9/20/16,,,
952,tt4581576,2/9/17,2/9/17,,"Aftermath",https://www.imdb.com/title/tt4581576/,Movie,5.7,94,2017,"Drama, Mystery, Thriller",26727,4/7/17,"Elliott Lester",,
953,tt6066538,2/9/17,2/9/17,,"A Quiet Dream",https://www.imdb.com/title/tt6066538/,Movie,6.9,101,2016,"Drama, Family",294,10/13/16,"Lu Zhang",,
954,tt0297721,2/13/17,2/13/17,,"All About Lily Chou-Chou",https://www.imdb.com/title/tt0297721/,Movie,7.5,146,2001,"Crime, Drama, Music, Romance, Thriller",11002,10/6/01,"Shunji Iwai",,
955,tt1355631,2/14/17,2/14/17,,"The Infiltrator",https://www.imdb.com/title/tt1355631/,Movie,7.0,127,2016,"Biography, Crime, Drama, Thriller",78426,7/13/16,"Brad Furman",,
956,tt5186714,2/16/17,2/16/17,,"The Salesman",https://www.imdb.com/title/tt5186714/,Movie,7.7,124,2016,"Drama, Thriller",64453,8/31/16,"Asghar Farhadi",,
957,tt4465564,2/17/17,2/17/17,,"Fifty Shades Darker",https://www.imdb.com/title/tt4465564/,Movie,4.6,118,2017,"Drama, Mystery, Romance, Thriller",110918,2/10/17,"James Foley",,
958,tt6412864,2/19/17,2/19/17,,"On the Beach at Night Alone",https://www.imdb.com/title/tt6412864/,Movie,6.8,101,2017,"Drama",4718,3/23/17,"Hong Sang-soo",,
959,tt5853176,2/20/17,2/20/17,,"The Good Fight",https://www.imdb.com/title/tt5853176/,TV Series,8.3,45,2017,"Crime, Drama",32234,2/19/17,,9,12/15/17
960,tt3846642,2/20/17,2/20/17,,"The Girlfriend Experience",https://www.imdb.com/title/tt3846642/,TV Series,7.0,27,2016,"Drama",11783,4/10/16,,,
961,tt0254686,2/27/17,2/27/17,,"The Piano Teacher",https://www.imdb.com/title/tt0254686/,Movie,7.5,131,2001,"Drama, Music",71257,9/5/01,"Michael Haneke",,
962,tt0079619,3/8/17,3/8/17,,"A Few Days from the Life of I.I. Oblomov",https://www.imdb.com/title/tt0079619/,Movie,7.6,140,1980,"Comedy, Drama, History, Romance",2551,9/8/80,"Nikita Mikhalkov",,
963,tt0488478,3/8/17,3/8/17,,"12",https://www.imdb.com/title/tt0488478/,Movie,7.6,159,2007,"Crime, Drama, Thriller",15314,9/20/07,"Nikita Mikhalkov",,
964,tt0076446,3/8/17,3/8/17,,"Unfinished Piece for the Player Piano",https://www.imdb.com/title/tt0076446/,Movie,7.7,103,1977,"Drama",3753,9/5/77,"Nikita Mikhalkov",,
965,tt0063759,3/10/17,3/10/17,,"Hour of the Wolf",https://www.imdb.com/title/tt0063759/,Movie,7.5,88,1968,"Drama, Horror, Mystery",22456,4/9/68,"Ingmar Bergman",,
966,tt0047167,3/11/17,3/11/17,,"A Lesson in Love",https://www.imdb.com/title/tt0047167/,Movie,7.0,96,1960,"Comedy, Drama, Romance",3713,3/14/60,"Ingmar Bergman",,
967,tt1113186,3/13/17,3/13/17,,"Happy Together",https://www.imdb.com/title/tt1113186/,TV Series,7.6,65,1999,"Comedy, Drama, Romance",43,6/16/99,,,
968,tt5757332,3/13/17,3/13/17,,"Seisei suru hodo, Ai shiteru",https://www.imdb.com/title/tt5757332/,TV Mini Series,5.9,54,2016,"Romance",38,7/12/16,,,
969,tt6022096,3/13/17,3/13/17,,"What Tears Us Apart",https://www.imdb.com/title/tt6022096/,Short,6.5,19,2017,"Short, Drama, Family",37,1/2017,"Wei Hu",,
970,tt5925968,3/13/17,3/13/17,,"False Confessions",https://www.imdb.com/title/tt5925968/,TV Movie,5.1,82,2017,"Comedy, Drama",333,3/9/17,"Luc Bondy, Marie-Louise Bischofberger",,
971,tt0102368,3/13/17,3/13/17,,"Madame Bovary",https://www.imdb.com/title/tt0102368/,Movie,6.6,143,1991,"Drama, Romance",4449,12/25/91,"Claude Chabrol",,
972,tt4936450,3/14/17,3/14/17,,"Graduation",https://www.imdb.com/title/tt4936450/,Movie,7.3,128,2016,"Crime, Drama",14689,5/20/16,"Cristian Mungiu",,
973,tt1392214,3/25/17,3/25/17,,"Prisoners",https://www.imdb.com/title/tt1392214/,Movie,8.2,153,2013,"Crime, Drama, Mystery, Thriller",802656,9/20/13,"Denis Villeneuve",,
974,tt4786282,3/25/17,3/25/17,,"Lights Out",https://www.imdb.com/title/tt4786282/,Movie,6.3,81,2016,"Horror, Mystery",141606,7/22/16,"David F. Sandberg",,
975,tt6582384,3/26/17,3/26/17,,"Red Nose Day Actually",https://www.imdb.com/title/tt6582384/,TV Short,7.1,17,2017,"Short, Comedy, Romance",6900,5/25/17,"Richard Curtis, Mat Whitecross",,
976,tt6427146,3/27/17,3/27/17,,"National Theatre Live: No Man's Land",https://www.imdb.com/title/tt6427146/,TV Movie,7.8,170,2016,"Drama",356,12/15/16,"Sean Mathias, Robin Lough",5,9/23/17
977,tt1901024,3/27/17,3/27/17,,"Dark Crimes",https://www.imdb.com/title/tt1901024/,Movie,4.6,92,2018,"Crime, Drama, Mystery, Thriller",19885,5/18/18,"Alexandros Avranas",,
978,tt5168192,3/28/17,3/28/17,,"I, Daniel Blake",https://www.imdb.com/title/tt5168192/,Movie,7.8,100,2017,"Drama",64537,6/9/17,"Ken Loach",,
979,tt2659414,4/1/17,4/1/17,,"Miracle in Cell No. 7",https://www.imdb.com/title/tt2659414/,Movie,8.1,127,2013,"Comedy, Drama",23813,3/8/13,"Hwan-kyung Lee",,
980,tt3920596,4/3/17,4/3/17,,"Big Little Lies",https://www.imdb.com/title/tt3920596/,TV Series,8.4,,2017,"Crime, Drama, Mystery",222962,2/19/17,,,
981,tt0120863,4/5/17,4/5/17,,"The Thin Red Line",https://www.imdb.com/title/tt0120863/,Movie,7.6,170,1999,"Drama, History, War",198803,1/15/99,"Terrence Malick",,
982,tt0402399,4/5/17,4/5/17,,"The New World",https://www.imdb.com/title/tt0402399/,Movie,6.7,135,2006,"Biography, Drama, History, Romance",89458,1/20/06,"Terrence Malick",,
983,tt0052893,4/5/17,4/5/17,,"Hiroshima Mon Amour",https://www.imdb.com/title/tt0052893/,Movie,7.8,90,1960,"Drama, Romance",35707,5/16/60,"Alain Resnais",,
984,tt4481414,4/7/17,4/7/17,,"Gifted",https://www.imdb.com/title/tt4481414/,Movie,7.6,101,2017,"Drama",129440,4/12/17,"Marc Webb",,
985,tt4287320,4/9/17,4/9/17,,"The Circle",https://www.imdb.com/title/tt4287320/,Movie,5.4,110,2017,"Drama, Mystery, Sci-Fi, Thriller",99947,4/28/17,"James Ponsoldt",,
986,tt5195412,4/9/17,4/9/17,,"Wakefield",https://www.imdb.com/title/tt5195412/,Movie,6.3,106,2017,"Drama",17992,5/19/17,"Robin Swicord",,
987,tt4501244,4/9/17,4/9/17,,"Why Him?",https://www.imdb.com/title/tt4501244/,Movie,6.2,111,2016,"Comedy",123165,12/23/16,"John Hamburg",,
988,tt1087578,4/16/17,4/16/17,,"Still Walking",https://www.imdb.com/title/tt1087578/,Movie,7.9,115,2008,"Drama",18455,6/28/08,"Kore-eda Hirokazu",,
989,tt4645368,4/16/17,4/16/17,,"It's Only the End of the World",https://www.imdb.com/title/tt4645368/,Movie,6.8,97,2017,"Drama",25117,6/30/17,"Xavier Dolan",,
990,tt1348327,4/16/17,4/16/17,,"Villa Amalia",https://www.imdb.com/title/tt1348327/,Movie,6.2,94,2009,"Drama",1100,4/8/09,"Benoît Jacquot",,
991,tt4120176,4/16/17,4/16/17,,"Things to Come",https://www.imdb.com/title/tt4120176/,Movie,6.9,102,2016,"Drama",14682,4/6/16,"Mia Hansen-Løve",,
992,tt5564762,4/19/17,4/19/17,,"Mary Wollstonecraft",https://www.imdb.com/title/tt5564762/,TV Episode,8.5,,2016,"Comedy",11,3/17/16,"Heath Cullens",,
